Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分34秒   999    110283   99.00   49.00    0.00    0.00  148.00     3     61.00      0.00 2683288  133672   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分35秒   999    110283   96.00   51.00    0.00    0.00  147.00     3     90.00      0.00 2683800  133672   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分36秒   999    110283   89.00   58.00    0.00    0.00  147.00     3     35.00      0.00 2682776  133528   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分37秒   999    110283  102.00   46.00    0.00    0.00  148.00     3     71.00      0.00 2683800  133656   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分38秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    104.00      0.00 2683288  133784   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分39秒   999    110283   99.00   50.00    0.00    0.00  149.00     3     29.00      0.00 2682776  133600   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分40秒   999    110283   99.00   46.00    0.00    0.00  145.00     3    180.00      0.00 2685412  133984   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分41秒   999    110283  101.00   48.00    0.00    0.00  149.00     3     97.00      0.00 2684900  134112   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分42秒   999    110283   94.00   54.00    0.00    0.00  148.00     3     96.00      0.00 2684900  133960   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分43秒   999    110283  102.00   46.00    0.00    0.00  148.00     3     60.00      0.00 2683876  133924   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分44秒   999    110283   94.00   53.00    0.00    0.00  147.00     3     52.00      0.00 2683192  133768   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分45秒   999    110283   96.00   52.00    0.00    0.00  148.00     3     33.00      0.00 2682092  133184   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分46秒   999    110283   98.00   50.00    0.00    0.00  148.00     3     90.00      0.00 2682604  133184   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分47秒   999    110283   99.00   50.00    0.00    0.00  149.00     3     63.00      0.00 2682092  133028   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分48秒   999    110283   99.00   50.00    0.00    0.00  149.00     3     23.00      0.00 2682092  133156   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分49秒   999    110283   95.00   54.00    0.00    0.00  149.00     3      0.00      0.00 2682092  133156   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分50秒   999    110283   95.00   51.00    0.00    0.00  146.00     3     10.00      0.00 2682604  133156   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分51秒   999    110283   94.00   54.00    0.00    0.00  148.00     3     16.00      0.00 2682604  133156   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分52秒   999    110283   92.00   55.00    0.00    0.00  147.00     3     25.00      0.00 2682604  133156   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分53秒   999    110283   96.00   52.00    0.00    0.00  148.00     3     49.00      0.00 2682604  132952   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分54秒   999    110283   98.00   51.00    0.00    0.00  149.00     3     61.00      0.00 2682604  133080   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分55秒   999    110283   98.00   51.00    0.00    0.00  149.00     3    113.00      0.00 2682604  133080   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分56秒   999    110283   95.00   53.00    0.00    0.00  148.00     3     38.00      0.00 2682604  132924   0.41  beam.smp
