Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分09秒   999    105352  108.00   47.00    0.00    0.00  155.00     2     17.00      0.00 2683544  129348   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分10秒   999    105352   98.00   59.00    0.00    0.00  157.00     2     52.00      0.00 2683544  129348   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分11秒   999    105352  100.00   57.00    0.00    0.00  157.00     2     15.00      0.00 2684056  129348   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分12秒   999    105352  100.00   56.00    0.00    0.00  156.00     2     13.00      0.00 2684056  129348   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分13秒   999    105352  104.00   52.00    0.00    0.00  156.00     2     11.00      0.00 2683544  129476   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分14秒   999    105352  104.00   52.00    0.00    0.00  156.00     2      0.00      0.00 2683544  129476   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分15秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     26.00      0.00 2683544  129476   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分16秒   999    105352  109.00   48.00    0.00    0.00  157.00     2     40.00      0.00 2684056  129476   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分17秒   999    105352  107.00   49.00    0.00    0.00  156.00     2     16.00      0.00 2683544  129476   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分18秒   999    105352   97.00   61.00    0.00    0.00  158.00     2     38.00      0.00 2683544  128992   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分19秒   999    105352  105.00   52.00    0.00    0.00  157.00     2     70.00      0.00 2683544  128992   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分20秒   999    105352  104.00   52.00    0.00    0.00  156.00     2     33.00      0.00 2683544  128972   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分21秒   999    105352   95.00   61.00    0.00    0.00  156.00     2    116.00      0.00 2683544  128984   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分22秒   999    105352   99.00   57.00    0.00    0.00  156.00     2     86.00      0.00 2683544  129112   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分23秒   999    105352  102.00   55.00    0.00    0.00  157.00     2     50.00      0.00 2683544  129240   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分24秒   999    105352  103.00   52.00    0.00    0.00  155.00     2     36.00      0.00 2683544  128844   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分25秒   999    105352   99.00   57.00    0.00    0.00  156.00     2    101.00      0.00 2683544  128972   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分26秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     45.00      0.00 2683544  129100   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分27秒   999    105352  104.00   54.00    0.00    0.00  158.00     2    105.00      0.00 2683544  129072   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分28秒   999    105352   97.00   59.00    0.00    0.00  156.00     2     45.00      0.00 2683544  128932   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分29秒   999    105352  102.00   54.00    0.00    0.00  156.00     2     56.00      0.00 2683544  129060   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分30秒   999    105352  101.00   56.00    0.00    0.00  157.00     2    126.00      0.00 2683544  129108   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分31秒   999    105352   99.00   58.00    0.00    0.00  157.00     2     72.00      0.00 2683544  129236   0.40  beam.smp
